Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,New_Item_Type
957,136,0,12332,2595,9,1,0,1,1163,4,1
1108,328,0,8636,5043,9,1,0,1,1237,4,1
1049,308,0,154,6326,2,1,1,1,1930,1,1
1195,319,0,307,1318,2,1,1,1,1054,1,1
1306,293,1,1875,7521,1,0,2,1,2433,7,2
194,324,0,12553,7500,4,2,0,0,676,8,1
549,134,0,4900,1617,3,1,2,2,856,0,1
738,391,0,11889,2661,8,2,0,1,1156,6,1
265,371,0,12193,5205,6,2,1,1,1608,2,1
906,351,0,2932,4375,6,2,1,1,2261,2,1
1120,324,2,8375,677,4,2,0,0,184,8,1
789,324,0,3171,316,5,1,2,3,1263,8,1
977,231,0,13414,4140,7,1,1,1,891,3,1
1476,318,1,12539,6874,1,0,2,1,1436,7,2
683,374,2,11764,286,9,1,0,1,383,4,1
844,94,2,5995,4027,1,0,2,1,2132,7,1
78,324,0,1882,5326,5,1,2,3,2535,8,0
616,47,2,8505,7943,8,2,0,1,3069,6,1
1352,388,1,5601,4355,1,0,2,1,2368,7,2
875,393,0,4067,5551,2,1,1,1,2405,1,1
562,324,0,4523,7317,5,1,2,3,3391,8,1
1106,324,0,182,1594,4,2,0,0,141,8,1
321,324,0,5993,4173,5,1,2,3,2878,8,1
1333,324,1,8713,7457,5,1,2,3,2523,8,2
1022,160,0,3042,280,3,1,2,2,363,0,1
786,405,2,12318,1586,8,2,0,1,1427,6,1
614,324,0,11755,1886,5,1,2,3,2251,8,1
9,380,0,4429,5972,8,2,0,1,1755,6,0
1157,3,2,10566,7079,1,0,2,1,2898,7,1
512,349,0,5276,592,6,2,1,1,628,2,1
667,324,2,8578,4089,5,1,2,3,2557,8,1
16,317,2,7316,965,3,1,2,2,911,0,0
901,313,0,4839,5862,7,1,1,1,1477,3,1
1205,324,0,4949,2548,4,2,0,0,299,8,1
976,356,2,11831,7939,0,1,2,0,499,5,1
1143,280,2,11375,4655,8,2,0,1,1830,6,1
458,350,2,10846,424,3,1,2,2,98,0,1
513,13,2,11978,3845,1,0,2,1,1449,7,1
1142,350,2,10509,3941,3,1,2,2,2349,0,1
63,317,0,564,4932,9,1,0,1,2415,4,0
1279,77,1,11451,7998,3,1,2,2,1646,0,2
1105,349,0,8851,3355,0,1,2,0,238,5,1
932,324,0,4887,242,5,1,2,3,1047,8,1
490,300,2,9460,7112,8,2,0,1,2518,6,1
465,291,2,10870,2993,0,1,2,0,440,5,1
98,384,0,5327,5245,1,0,2,1,901,7,0
734,324,0,789,1155,5,1,2,3,1258,8,1
1550,397,1,10118,7620,9,1,0,1,2458,4,2
1196,371,2,2724,4012,7,1,1,1,2256,3,1
722,289,2,856,5996,9,1,0,1,2915,4,1
475,240,2,8926,5249,9,1,0,1,3005,4,1
1496,54,1,2411,4286,3,1,2,2,426,0,2
335,263,0,12512,1092,3,1,2,2,985,0,1
782,324,2,7917,7839,5,1,2,3,2219,8,1
883,259,0,6465,5707,1,0,2,1,1920,7,1
841,408,0,5195,5409,3,1,2,2,2372,0,1
1339,324,1,11693,6673,4,2,0,0,208,8,2
708,80,0,11882,6481,3,1,2,2,2645,0,1
220,376,2,178,4027,3,1,2,2,1696,0,1
200,324,2,10441,2017,4,2,0,0,358,8,1
1085,46,0,9223,289,6,2,1,1,510,2,1
1233,379,2,7957,5845,3,1,2,2,2266,0,1
1145,12,2,9080,7008,2,1,1,1,2768,1,1
1136,231,0,810,2102,8,2,0,1,1714,6,1
54,69,0,8811,1196,2,1,1,1,1040,1,0
1215,298,2,2038,3970,8,2,0,1,1195,6,1
543,321,0,11136,3218,3,1,2,2,2301,0,1
555,324,0,10541,514,5,1,2,3,903,8,1
1264,409,1,2431,4294,6,2,1,1,792,2,2
674,324,2,11640,2050,5,1,2,3,1800,8,1
151,331,2,12655,5499,2,1,1,1,1999,1,1
572,207,0,2980,4841,6,2,1,1,2848,2,1
1313,264,1,12033,5324,2,1,1,1,1655,1,2
400,106,2,88,3353,9,1,0,1,1604,4,1
259,356,0,3683,2651,1,0,2,1,2294,7,1
54,69,0,8764,1171,8,2,0,1,1040,6,0
817,158,0,1034,4472,8,2,0,1,1157,6,1
812,361,2,3123,543,0,1,2,0,61,5,1
856,370,0,13435,4122,0,1,2,0,418,5,1
269,360,0,12248,2110,3,1,2,2,909,0,1
512,349,0,5276,433,8,2,0,1,512,6,1
1286,392,1,13287,5198,6,2,1,1,1938,2,2
582,391,0,11087,2588,1,0,2,1,834,7,1
461,332,0,6189,1697,9,1,0,1,1031,4,1
301,369,2,204,2347,9,1,0,1,1788,4,1
955,324,2,2307,2176,5,1,2,3,2290,8,1
344,280,2,7569,1754,7,1,1,1,1366,3,1
441,395,0,3747,5268,2,1,1,1,1847,1,1
1088,314,2,10914,6867,2,1,1,1,2116,1,1
1095,299,0,508,311,2,1,1,1,149,1,1
814,334,2,720,3055,7,1,1,1,1161,3,1
1034,348,2,368,4640,9,1,0,1,1976,4,1
1413,324,1,1829,630,4,2,0,0,65,8,2
795,332,2,7969,1087,6,2,1,1,1304,2,1
1036,39,0,10665,4273,7,1,1,1,1434,3,1
423,164,0,1045,2023,2,1,1,1,1211,1,1
1320,324,1,13435,5403,4,2,0,0,338,8,2
954,309,0,3427,771,2,1,1,1,650,1,1
35,324,0,1418,4445,5,1,2,3,3433,8,0
1062,362,2,776,2770,7,1,1,1,1013,3,1
296,378,2,4877,1560,3,1,2,2,459,0,1
1411,328,1,606,5935,6,2,1,1,2298,2,2
810,340,2,3894,2210,1,0,2,1,1732,7,1
1094,324,0,4072,7423,5,1,2,3,3454,8,1
1484,243,1,9828,2997,7,1,1,1,1528,3,2
616,47,2,8531,8017,3,1,2,2,3298,0,1
1214,220,0,3510,2002,7,1,1,1,1769,3,1
1218,334,2,8946,5753,8,2,0,1,2369,6,1
774,375,0,6748,2459,7,1,1,1,1321,3,1
1346,404,1,7087,7483,8,2,0,1,1865,6,2
692,324,2,7616,7054,4,2,0,0,633,8,1
1230,362,0,3881,7633,8,2,0,1,2573,6,1
798,324,2,6439,1924,5,1,2,3,842,8,1
1169,377,2,8736,2950,3,1,2,2,1590,0,1
1103,381,0,4645,4203,7,1,1,1,2694,3,1
1431,321,1,3522,2315,0,1,2,0,191,5,2
551,275,0,11280,2110,1,0,2,1,2091,7,1
1228,370,2,12873,6222,6,2,1,1,2747,2,1
1296,361,1,8408,6992,2,1,1,1,1906,1,2
388,284,0,7842,5603,1,0,2,1,1806,7,1
361,76,0,612,199,6,2,1,1,712,2,1
1101,402,2,2049,6937,2,1,1,1,3358,1,1
981,254,2,5726,5122,2,1,1,1,2035,1,1
184,364,0,9563,2146,6,2,1,1,1713,2,1
906,351,0,2925,4293,1,0,2,1,1648,7,1
1334,329,1,9967,4697,1,0,2,1,1500,7,2
1374,318,1,1207,3152,1,0,2,1,1245,7,2
313,324,0,8833,360,4,2,0,0,11,8,1
1064,410,0,11551,6318,6,2,1,1,2764,2,1
473,383,2,7792,7499,6,2,1,1,2429,2,1
282,226,0,4086,138,3,1,2,2,433,0,1
1144,75,0,8326,3264,7,1,1,1,2117,3,1
1161,350,0,6451,6666,7,1,1,1,2076,3,1
1478,311,1,1806,3734,7,1,1,1,2049,3,2
582,391,0,11090,2588,6,2,1,1,1502,2,1
537,298,0,8284,3270,3,1,2,2,563,0,1
225,257,0,8283,6505,9,1,0,1,1891,4,1
1482,324,1,11585,8008,4,2,0,0,263,8,2
213,379,0,921,4726,7,1,1,1,2274,3,1
613,324,2,9107,277,4,2,0,0,6,8,1
192,379,2,12814,7373,6,2,1,1,2768,2,1
1082,409,0,2258,3430,6,2,1,1,1637,2,1
924,368,2,7373,1111,3,1,2,2,553,0,1
545,324,0,6272,918,5,1,2,3,980,8,1
1377,336,1,3499,294,7,1,1,1,310,3,2
1238,355,2,11166,6038,8,2,0,1,1389,6,1
346,317,0,5067,5414,6,2,1,1,2199,2,1
1374,318,1,1207,3189,3,1,2,2,1171,0,2
30,324,0,3452,1347,4,2,0,0,296,8,0
1459,365,1,756,2619,6,2,1,1,1508,2,2
195,324,0,3423,4714,5,1,2,3,2202,8,1
47,153,0,8261,2882,3,1,2,2,1750,0,0
13,335,0,6998,7492,9,1,0,1,3225,4,0
217,404,2,2117,7322,9,1,0,1,2680,4,1
896,284,0,11056,1266,8,2,0,1,843,6,1
348,339,0,4470,3520,9,1,0,1,1320,4,1
1497,324,1,5515,4892,5,1,2,3,1764,8,2
588,216,2,3579,4493,8,2,0,1,1381,6,1
746,324,2,5461,6028,4,2,0,0,827,8,1
1518,306,1,3729,3265,7,1,1,1,1497,3,2
1431,321,1,1473,2215,6,2,1,1,2035,2,2
818,291,2,6783,1699,6,2,1,1,873,2,1
775,398,2,12928,7660,3,1,2,2,2063,0,1
810,340,2,3943,2179,2,1,1,1,1675,1,1
737,399,0,3827,6596,9,1,0,1,2824,4,1
575,386,0,2509,1906,1,0,2,1,1309,7,1
1361,324,1,2793,5280,5,1,2,3,2653,8,2
472,320,2,3797,6375,6,2,1,1,2371,2,1
1525,324,1,1050,4587,5,1,2,3,2754,8,2
413,25,2,12373,5093,9,1,0,1,2317,4,1
1422,324,1,5637,2235,5,1,2,3,1977,8,2
464,406,2,1206,1631,6,2,1,1,804,2,1
859,251,0,12317,682,8,2,0,1,1021,6,1
376,324,0,1749,2772,5,1,2,3,1455,8,1
812,361,2,989,629,2,1,1,1,688,1,1
1245,377,0,186,5169,1,0,2,1,2565,7,1
1060,408,2,11586,3207,7,1,1,1,340,3,1
646,327,2,3253,1151,6,2,1,1,1276,2,1
1066,403,2,11401,6233,2,1,1,1,1919,1,1
430,405,0,7215,7124,1,0,2,1,2066,7,1
661,387,0,12702,2406,1,0,2,1,950,7,1
135,324,0,7531,544,5,1,2,3,1101,8,0
968,331,0,10638,7039,2,1,1,1,1897,1,1
1261,380,0,6320,3306,3,1,2,2,2068,0,1
1459,365,1,755,2590,1,0,2,1,1589,7,2
380,348,2,1588,7998,7,1,1,1,2726,3,1
919,414,0,397,5678,2,1,1,1,2034,1,1
658,339,0,3984,7387,1,0,2,1,2265,7,1
507,373,2,2435,4092,6,2,1,1,1414,2,1
679,324,0,2066,4771,5,1,2,3,2766,8,1
801,303,0,12970,2680,7,1,1,1,502,3,1
1141,405,2,972,7141,8,2,0,1,2725,6,1
1341,365,1,6968,3487,0,1,2,0,247,5,2
126,284,0,5267,6064,8,2,0,1,2206,6,0
113,324,2,8770,7096,5,1,2,3,3457,8,0
698,359,0,6666,6267,2,1,1,1,2245,1,1
1370,348,1,7276,7665,7,1,1,1,1754,3,2
743,387,0,4708,7406,2,1,1,1,3225,1,1
1324,365,1,3154,7769,3,1,2,2,485,0,2
1146,290,2,11906,6923,8,2,0,1,2379,6,1
923,351,2,647,3706,2,1,1,1,2463,1,1
360,340,2,7671,1890,6,2,1,1,1352,2,1
177,304,0,10942,6195,0,1,2,0,546,5,1
1406,234,1,11548,4925,2,1,1,1,2052,1,2
40,385,0,3950,4354,1,0,2,1,298,7,0
1529,352,1,10272,3090,1,0,2,1,1916,7,2
630,403,0,7592,7850,6,2,1,1,1613,2,1
1331,324,1,9011,5197,5,1,2,3,3128,8,2
293,251,2,8341,5792,7,1,1,1,2353,3,1
985,318,0,1955,4833,6,2,1,1,2421,2,1
716,214,0,1880,7103,7,1,1,1,2178,3,1
744,311,0,13435,3731,0,1,2,0,254,5,1
927,348,0,1442,5861,8,2,0,1,2771,6,1
1171,314,0,4841,502,3,1,2,2,982,0,1
85,345,0,1786,3981,9,1,0,1,1854,4,0
1526,324,1,10597,6791,4,2,0,0,616,8,2
1463,389,1,3877,6610,1,0,2,1,2834,7,2
780,151,0,6814,3038,7,1,1,1,1161,3,1
481,324,0,4528,6531,5,1,2,3,2812,8,1
1438,397,1,2458,4312,9,1,0,1,2566,4,2
431,153,2,1771,2015,2,1,1,1,736,1,1
458,350,2,10836,370,7,1,1,1,432,3,1
62,195,0,11152,7402,0,1,2,0,460,5,0
173,195,2,6663,3515,6,2,1,1,2302,2,1
878,95,0,11758,8051,2,1,1,1,918,1,1
1526,324,1,6997,6779,5,1,2,3,2723,8,2
550,302,0,10385,2376,3,1,2,2,1489,0,1
1159,288,2,1991,6284,8,2,0,1,2445,6,1
518,408,2,10494,3516,1,0,2,1,1647,7,1
112,262,0,8664,7206,2,1,1,1,1483,1,0
608,357,0,4435,3508,3,1,2,2,1960,0,1
456,272,0,9218,6623,1,0,2,1,2411,7,1
281,395,0,1227,3307,7,1,1,1,1363,3,1
1246,398,2,1410,2474,7,1,1,1,1614,3,1
1194,324,2,2956,455,4,2,0,0,58,8,1
1304,51,1,9924,4739,3,1,2,2,1319,0,2
354,324,0,4187,3854,5,1,2,3,2851,8,1
297,326,0,10951,7156,3,1,2,2,1774,0,1
781,326,0,3742,5202,7,1,1,1,2833,3,1
662,376,0,1238,3831,1,0,2,1,399,7,1
908,371,0,6692,6786,8,2,0,1,2813,6,1
1133,139,0,9447,2858,8,2,0,1,1544,6,1
616,47,2,8504,8005,6,2,1,1,1649,2,1
547,352,0,9921,7009,6,2,1,1,1757,2,1
873,324,0,6825,5473,5,1,2,3,2270,8,1
328,309,2,30,5073,6,2,1,1,1810,2,1
358,376,0,781,7803,7,1,1,1,3174,3,1
184,364,0,9573,2160,9,1,0,1,1264,4,1
1122,326,0,2061,5528,9,1,0,1,1682,4,1
281,324,0,1212,3384,5,1,2,3,2184,8,1
418,258,2,8780,2794,3,1,2,2,1266,0,1
999,324,0,4142,1027,5,1,2,3,965,8,1
1462,379,1,11061,2685,8,2,0,1,1255,6,2
1546,86,1,1016,3973,7,1,1,1,768,3,2
372,324,2,5650,4417,5,1,2,3,2648,8,1
248,300,0,2418,977,6,2,1,1,273,2,1
1128,328,0,8567,1356,8,2,0,1,799,6,1
15,324,0,7662,4081,5,1,2,3,2659,8,0
642,295,0,12563,3963,2,1,1,1,1835,1,1
323,109,2,9835,3749,2,1,1,1,1641,1,1
1501,22,1,10008,2524,7,1,1,1,479,3,2
216,324,2,5906,3792,5,1,2,3,1882,8,1
39,317,0,3229,4017,3,1,2,2,992,0,0
587,336,2,6810,7122,3,1,2,2,3291,0,1
1341,365,1,3967,3519,9,1,0,1,2196,4,2
1316,385,1,9701,6112,1,0,2,1,2108,7,2
241,356,2,5307,2447,0,1,2,0,71,5,1
1023,317,0,1688,4294,8,2,0,1,1625,6,1
1023,317,0,1686,4197,6,2,1,1,2319,2,1
980,394,2,7004,1726,1,0,2,1,623,7,1
293,251,2,8329,5688,8,2,0,1,2254,6,1
1268,298,1,2859,5141,1,0,2,1,2309,7,2
1235,312,2,12534,7336,3,1,2,2,2479,0,1
962,361,2,13433,933,0,1,2,0,389,5,1
370,125,0,6860,6626,7,1,1,1,1512,3,1
443,297,0,3480,4697,7,1,1,1,2089,3,1
305,213,2,8918,7842,8,2,0,1,2791,6,1
912,48,2,4629,8010,2,1,1,1,2621,1,1
369,296,2,7085,6062,9,1,0,1,3083,4,1
643,321,0,3459,2492,3,1,2,2,663,0,1
102,182,0,7283,2029,9,1,0,1,1311,4,0
705,332,2,1295,1473,6,2,1,1,1195,2,1
771,376,0,6341,2413,7,1,1,1,663,3,1
47,324,0,11726,2893,4,2,0,0,83,8,0
103,221,0,451,4297,3,1,2,2,906,0,0
959,313,2,473,2845,3,1,2,2,324,0,1
355,386,0,4646,3247,2,1,1,1,2662,1,1
935,190,2,8570,1487,3,1,2,2,766,0,1
1496,54,1,2391,4248,6,2,1,1,1332,2,2
530,123,0,2091,7947,6,2,1,1,2616,2,1
1320,324,1,13039,5363,5,1,2,3,2521,8,2
158,173,0,6639,3662,1,0,2,1,1610,7,1
1073,334,2,2561,1573,8,2,0,1,1612,6,1
1425,324,1,3139,545,5,1,2,3,727,8,2
718,135,2,12276,5773,7,1,1,1,2145,3,1
855,324,0,2943,7332,5,1,2,3,2762,8,1
156,284,0,2760,7545,0,1,2,0,470,5,1
1177,317,0,3258,1345,1,0,2,1,1713,7,1
1190,61,0,5258,4065,3,1,2,2,1795,0,1
1482,272,1,8092,8046,9,1,0,1,2131,4,2
536,146,0,1381,4736,3,1,2,2,1728,0,1
1535,391,1,1359,6536,7,1,1,1,2033,3,2
802,199,2,12950,101,7,1,1,1,324,3,1
1045,396,0,11896,4552,6,2,1,1,2055,2,1
318,251,0,11555,2041,8,2,0,1,894,6,1
170,311,0,984,5270,3,1,2,2,1031,0,1
1385,390,1,4823,7422,9,1,0,1,3165,4,2
325,334,2,3517,2301,7,1,1,1,1372,3,1
21,70,0,8974,3001,9,1,0,1,883,4,0
37,40,0,13264,4139,3,1,2,2,1402,0,0
380,348,2,1575,7909,1,0,2,1,3487,7,1
732,409,2,7474,4442,6,2,1,1,1451,2,1
197,293,0,7931,7183,3,1,2,2,1008,0,1
1178,296,0,8130,7990,6,2,1,1,3331,2,1
864,41,2,2177,4551,8,2,0,1,2075,6,1
1336,35,1,3774,2312,3,1,2,2,1280,0,2
532,379,0,8452,42,7,1,1,1,747,3,1
1253,379,0,8721,2947,3,1,2,2,873,0,1
1052,232,2,4756,5951,7,1,1,1,2864,3,1
820,324,2,10083,6399,4,2,0,0,382,8,1
1260,293,2,4412,3639,1,0,2,1,1181,7,1
473,383,2,7807,7572,9,1,0,1,3184,4,1
1,395,2,4755,4844,6,2,1,1,2410,2,0
899,324,0,2016,3994,5,1,2,3,3001,8,1
1383,163,1,11511,3887,1,0,2,1,1757,7,2
298,206,0,1131,4863,9,1,0,1,1432,4,1
257,361,2,13182,4593,8,2,0,1,2900,6,1
1363,402,1,8837,1054,8,2,0,1,671,6,2
212,407,0,4672,2114,0,1,2,0,60,5,1
237,242,2,8334,6269,2,1,1,1,3067,1,1
702,378,2,1231,619,3,1,2,2,667,0,1
1237,401,2,9521,3513,0,1,2,0,102,5,1
559,42,0,10993,7752,0,1,2,0,1087,5,1
1504,14,1,3196,4900,3,1,2,2,2480,0,2
1063,353,2,6039,5458,7,1,1,1,2960,3,1
191,324,2,3083,5441,5,1,2,3,3343,8,1
312,384,2,13342,2814,1,0,2,1,1632,7,1
675,357,2,4701,5126,1,0,2,1,3330,7,1
227,327,0,12757,1408,9,1,0,1,708,4,1
911,137,0,9161,4156,9,1,0,1,1898,4,1
836,398,0,7871,5426,8,2,0,1,2270,6,1
1295,276,1,6702,2920,9,1,0,1,331,4,2
697,210,2,6171,7568,0,1,2,0,244,5,1
1292,379,1,10347,7338,3,1,2,2,2868,0,2
1045,396,0,11915,4562,9,1,0,1,1776,4,1
1503,188,1,2478,4062,8,2,0,1,2442,6,2
1557,289,1,4861,5928,0,1,2,0,362,5,2
27,397,0,4835,518,0,1,2,0,16,5,0
1222,377,0,13262,4858,0,1,2,0,144,5,1
343,357,2,10434,1216,7,1,1,1,676,3,1
1481,323,1,5095,2728,9,1,0,1,1236,4,2
1136,324,0,798,2113,5,1,2,3,1596,8,1
895,324,2,8733,2898,5,1,2,3,2594,8,1
1487,342,1,9797,4697,7,1,1,1,1188,3,2
454,91,0,422,3100,3,1,2,2,1863,0,1
124,290,0,8182,5395,7,1,1,1,3221,3,0
82,397,0,3811,944,1,0,2,1,745,7,0
1439,408,1,4667,4396,6,2,1,1,1929,2,2
918,322,0,2294,71,2,1,1,1,502,1,1
1440,225,1,11017,2537,1,0,2,1,2508,7,2
1301,324,1,2954,2623,4,2,0,0,204,8,2
745,400,0,5548,3633,1,0,2,1,1071,7,1
545,161,0,9594,905,0,1,2,0,224,5,1
786,405,2,13435,1625,0,1,2,0,143,5,1
324,378,2,12178,5704,9,1,0,1,1714,4,1
653,324,0,11828,5396,4,2,0,0,339,8,1
254,234,2,2268,2922,6,2,1,1,1689,2,1
268,280,0,1120,1587,6,2,1,1,1174,2,1
43,265,0,2994,4372,6,2,1,1,1670,2,0
1283,358,1,12898,1055,1,0,2,1,290,7,2
1534,368,1,2752,7476,2,1,1,1,1554,1,2
132,324,0,6101,2144,5,1,2,3,1940,8,0
736,406,2,11156,6164,2,1,1,1,2124,1,1
1299,324,1,1046,4860,5,1,2,3,1549,8,2
569,313,0,3855,2906,2,1,1,1,430,1,1
35,409,0,1844,4430,9,1,0,1,1843,4,0
1010,324,0,7494,4610,5,1,2,3,1386,8,1
313,363,0,8490,357,0,1,2,0,50,5,1
363,295,2,1342,7297,7,1,1,1,2862,3,1
1471,324,1,11720,1308,4,2,0,0,292,8,2
279,330,0,9039,7133,1,0,2,1,3100,7,1
361,76,0,616,175,9,1,0,1,81,4,1
894,109,2,10839,1953,3,1,2,2,848,0,1
544,322,2,8520,7735,2,1,1,1,3482,1,1
295,318,0,1428,7709,6,2,1,1,3209,2,1
278,367,0,6148,3131,9,1,0,1,1187,4,1
374,324,2,1606,3634,5,1,2,3,1364,8,1
773,410,2,6800,2513,8,2,0,1,1755,6,1
1409,305,1,6614,2431,6,2,1,1,1241,2,2
1404,357,1,7855,5788,9,1,0,1,2254,4,2
302,324,0,11658,6703,4,2,0,0,412,8,1
869,295,2,12582,6183,2,1,1,1,2684,1,1
663,322,2,7421,2577,7,1,1,1,1200,3,1
630,403,0,7605,7742,9,1,0,1,3115,4,1
509,381,0,11744,3097,3,1,2,2,342,0,1
958,115,2,11151,2217,9,1,0,1,1134,4,1
634,320,2,12851,4637,3,1,2,2,948,0,1
931,179,2,12549,5231,7,1,1,1,1624,3,1
804,347,0,9147,6012,9,1,0,1,2499,4,1
1504,14,1,3988,4776,8,2,0,1,1856,6,2
1188,86,0,3546,5420,8,2,0,1,1426,6,1
1078,226,2,4508,1833,8,2,0,1,1284,6,1
519,368,2,4602,3995,2,1,1,1,2942,1,1
1155,324,2,3907,4568,5,1,2,3,2968,8,1
576,290,0,12018,5774,7,1,1,1,2374,3,1
1405,222,1,895,5752,6,2,1,1,1213,2,2
252,295,0,11815,2901,8,2,0,1,619,6,1
928,301,2,11865,3223,1,0,2,1,2424,7,1
897,233,2,5706,2791,6,2,1,1,1766,2,1
858,313,0,13435,4403,0,1,2,0,433,5,1
620,280,2,5738,780,6,2,1,1,573,2,1
1244,215,2,1602,1873,8,2,0,1,1284,6,1
347,387,0,1121,4400,2,1,1,1,431,1,1
1464,377,1,1483,7179,8,2,0,1,3461,6,2
1416,404,1,864,4185,3,1,2,2,1004,0,2
66,61,0,8632,831,9,1,0,1,322,4,0
1348,389,1,410,6445,9,1,0,1,1759,4,2
921,50,2,8838,7727,7,1,1,1,2967,3,1
121,241,0,2822,4422,8,2,0,1,808,6,0
404,356,2,11804,5471,3,1,2,2,1050,0,1
390,368,2,11475,5663,8,2,0,1,1442,6,1
1043,289,2,2886,7815,3,1,2,2,1775,0,1
1319,278,1,6251,4332,9,1,0,1,1549,4,2
317,298,2,6962,1469,8,2,0,1,1195,6,1
813,371,0,11481,7565,9,1,0,1,2731,4,1
737,324,0,3792,6534,5,1,2,3,2741,8,1
555,280,0,10551,558,6,2,1,1,832,2,1
1267,294,1,6755,3164,8,2,0,1,1322,6,2
1305,218,1,784,3850,7,1,1,1,1373,3,2
644,247,2,9655,3397,6,2,1,1,1764,2,1
799,380,2,5675,3411,8,2,0,1,2226,6,1
490,300,2,9457,7037,6,2,1,1,2703,2,1
325,334,2,3503,2321,1,0,2,1,1942,7,1
45,374,0,9431,7906,2,1,1,1,2260,1,0
1102,288,2,4064,5091,2,1,1,1,2476,1,1
276,368,2,6866,1215,9,1,0,1,1134,4,1
1345,243,1,6574,3870,0,1,2,0,405,5,2
1048,394,0,10588,869,3,1,2,2,1022,0,1
1254,305,2,12112,6809,1,0,2,1,2099,7,1
24,292,0,13076,7248,7,1,1,1,2572,3,0
146,337,2,3188,3979,8,2,0,1,1299,6,1
1132,162,0,5159,6948,3,1,2,2,2588,0,1
887,410,2,7357,1939,1,0,2,1,576,7,1
505,183,2,8199,2070,8,2,0,1,1229,6,1
819,324,2,13427,3325,4,2,0,0,93,8,1
522,378,2,11611,2505,9,1,0,1,1914,4,1
1039,208,2,4798,1949,2,1,1,1,1121,1,1
1384,320,1,4985,22,8,2,0,1,490,6,2
1443,236,1,11110,1202,8,2,0,1,647,6,2
265,324,0,12169,5112,5,1,2,3,2401,8,1
674,81,2,11668,2061,1,0,2,1,1626,7,1
8,57,2,1532,697,7,1,1,1,970,3,0
615,350,2,7904,7877,7,1,1,1,2975,3,1
1320,375,1,13435,5428,0,1,2,0,499,5,2
423,164,0,1026,1929,8,2,0,1,1270,6,1
444,89,0,12226,3656,9,1,0,1,2204,4,1
715,398,0,8885,5452,9,1,0,1,2630,4,1
1170,378,2,5148,4815,3,1,2,2,852,0,1
1222,377,0,10760,4782,6,2,1,1,2683,2,1
448,360,2,11018,273,9,1,0,1,662,4,1
673,376,0,1079,5767,9,1,0,1,2937,4,1
96,324,0,7236,4307,5,1,2,3,2358,8,0
354,289,0,4254,3859,2,1,1,1,1463,1,1
396,305,2,9643,4630,7,1,1,1,1976,3,1
474,409,2,11999,7318,3,1,2,2,3243,0,1
17,324,0,8506,1905,5,1,2,3,1967,8,0
278,367,0,9396,3168,0,1,2,0,553,5,1
492,321,2,7378,6390,8,2,0,1,554,6,1
109,137,0,6103,1614,9,1,0,1,1183,4,0
457,392,2,2542,4169,6,2,1,1,1217,2,1
912,48,2,4614,7954,9,1,0,1,496,4,1
101,313,0,1551,298,7,1,1,1,474,3,0
1269,391,1,13435,5991,0,1,2,0,533,5,2
367,18,0,5155,6330,7,1,1,1,2147,3,1
1532,339,1,212,6256,8,2,0,1,2357,6,2
1434,363,1,13266,5703,3,1,2,2,2145,0,2
935,190,2,8561,1491,9,1,0,1,580,4,1
1356,387,1,11412,948,8,2,0,1,892,6,2
471,230,2,11863,1414,2,1,1,1,1438,1,1
1356,387,1,13435,921,0,1,2,0,84,5,2
1482,324,1,8045,8006,5,1,2,3,2840,8,2
1284,391,1,2800,3699,1,0,2,1,2414,7,2
514,262,2,4674,6436,2,1,1,1,1883,1,1
1106,381,0,220,1480,1,0,2,1,387,7,1
1142,350,2,10521,4036,2,1,1,1,1945,1,1
431,324,2,1625,2003,5,1,2,3,2012,8,1
287,406,0,4234,1387,8,2,0,1,1814,6,1
826,324,0,8827,7862,5,1,2,3,3444,8,1
212,407,0,2184,2068,3,1,2,2,1110,0,1
739,360,0,8027,6726,1,0,2,1,2699,7,1
398,407,2,5865,5879,9,1,0,1,2179,4,1
369,296,2,7073,5885,1,0,2,1,1975,7,1
1356,324,1,11386,905,5,1,2,3,2030,8,2
1169,377,2,11854,2861,0,1,2,0,326,5,1
578,309,2,5431,2401,1,0,2,1,1961,7,1
252,295,0,11823,2907,9,1,0,1,1922,4,1
662,376,0,1250,3811,3,1,2,2,1810,0,1
66,324,0,8585,940,5,1,2,3,1943,8,0
1366,305,1,4440,323,1,0,2,1,310,7,2
8,57,2,1527,611,8,2,0,1,465,6,0
279,330,0,9044,7122,6,2,1,1,2057,2,1
1541,383,1,12986,497,9,1,0,1,621,4,2
142,286,2,10974,380,9,1,0,1,853,4,0
958,115,2,10938,2199,6,2,1,1,1134,2,1
260,358,0,11628,3793,1,0,2,1,2049,7,1
1406,234,1,13435,4824,0,1,2,0,318,5,2
770,324,0,5630,599,5,1,2,3,1290,8,1
1094,289,0,4111,7436,7,1,1,1,2132,3,1
971,306,0,7155,4330,6,2,1,1,2191,2,1
1436,325,1,9898,2752,3,1,2,2,927,0,2
590,326,0,13100,540,2,1,1,1,721,1,1
965,334,0,1138,7100,7,1,1,1,2297,3,1
37,324,0,13226,4124,5,1,2,3,1496,8,0
1479,205,1,3540,7921,7,1,1,1,2260,3,2
1177,324,0,6362,1353,4,2,0,0,225,8,1
44,362,0,4703,5982,0,1,2,0,183,5,0
1024,184,2,7432,359,8,2,0,1,795,6,1
